,winery,wine,location,rating,price
800,Mauro,Terreus Paraje de Cueva Baja 2015,"Spain
·
Castilla y León",4.6,$189.99
801,Viña Cobos,Bramare Marchiori Vineyard Malbec 2009,"Argentina
·
Mendoza",4.4,$189.99
802,Numanthia,Termanthia 2007,"Spain
·
Toro",4.7,$189.99
803,Roger Sabon,Châteauneuf-du-Pape Le Secret Des Sabon 2011,"France
·
Châteauneuf-du-Pape",4.5,$189.99
804,Merus,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.4,$189.99
805,Aubert,Pinot Noir UV Vineyard 2015,"United States
·
Sonoma Coast",4.4,$189.99
806,Arkenstone,Estate Obsidian 2014,"United States
·
Howell Mountain",4.6,$189.99
807,Dominus,Dominus (Christian Moueix) 2012,"United States
·
Napa Valley",4.6,$189.99
808,Heitz Cellar,Martha's Vineyard Cabernet Sauvignon 2010,"United States
·
Oakville",4.3,$189.99
809,Spottswoode,Cabernet Sauvignon 2012,"United States
·
St. Helena",4.5,$189.99
810,Torbreck,Les Amis 2015,"Australia
·
Barossa Valley",4.4,$189.99
811,Gemstone,Alluvial Selection Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.7,$189.99
812,Maybach Family Vineyards,Amoenus Cabernet Sauvignon 2012,"United States
·
Calistoga",4.4,$189.97
813,Castello dei Rampolla,d'Alceo 2001,"Italy
·
Toscana",4.5,$189.97
814,Paul Jaboulet Aîné,Hermitage La Chapelle Rouge 2017,"France
·
Hermitage",4.0,$189.95
815,Pahlmeyer,Proprietary Red 2016,"United States
·
Napa Valley",4.6,$189.91
816,Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2003,"France
·
Pauillac",4.3,$189
817,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2015,"France
·
Saint-Estèphe",4.3,$189
818,Lewis Cellars,Reserve Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.2,$188.95
819,Domaine Jean Grivot,Nuits-Saint-Georges 1er Cru 'Aux Boudots' 2014,"France
·
Nuits-Saint-Georges 1er Cru 'Aux Boudots'",4.2,$187.99
820,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2000,"France
·
Saint-Estèphe",4.3,$187.99
821,San Filippo,Le Lucére Brunello di Montalcino Riserva 2012,"Italy
·
Brunello di Montalcino",4.4,$186.99
822,Château Cantenac Brown,Margaux (Grand Cru Classé) 2017,"France
·
Margaux",3.8,$186.99
823,La Sirena,Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.5,$186.99
824,Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 1995,"France
·
Saint-Julien",4.3,$186.99
825,Cheval des Andes,Mendoza 2007,"Argentina
·
Mendoza",4.3,$186.99
826,Rolland,MR Red (Michel Rolland Cabernet Sauvignon) N.V.,"United States
·
Napa Valley",4.5,$186.98
827,Purlieu,Georges III Vineyard Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.8,$186.98
828,Hubert Lignier,Morey-St-Denis 1er Cru 'La Riotte' N.V.,"France
·
Morey-Saint-Denis 1er Cru 'La Riotte'",4.3,$186.98
829,Oddero,Barolo Vignarionda Riserva 2007,"Italy
·
Barolo",4.3,$185.99
830,Fisher Vineyards,Wedding Vineyard Cabernet Sauvignon 2006,"United States
·
Sonoma County",4.3,$185.99
831,Michele Satta,Marianova Bolgheri Superiore 2016,"Italy
·
Bolgheri Superiore",4.3,$185
832,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2006,"France
·
Saint-Estèphe",4.1,$185
833,Morlet Family Vineyards,Cabernet Sauvignon Mon Chevalier 2013,"United States
·
Knights Valley",4.5,$185
834,Château Talbot,Saint-Julien (Grand Cru Classé) 2006,"France
·
Saint-Julien",4.1,$185
835,Grgich Hills,Yountville Old Vine Cabernet Sauvignon 2013,"United States
·
Yountville",4.5,$184.99
836,Conti Costanti,Brunello di Montalcino Riserva 2012,"Italy
·
Brunello di Montalcino",4.4,$184.99
837,Château Pape Clément,Pessac-Léognan (Grand Cru Classé de Graves) 2016,"France
·
Pessac-Léognan",4.3,$184.99
838,Château Péby Faugères,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,"France
·
Saint-Émilion Grand Cru",4.4,$184.99
839,Rudd,Cabernet Sauvignon Samantha's 2013,"United States
·
Oakville",4.5,$184.99
840,Merus,Cabernet Sauvignon 2016,"United States
·
Napa Valley",4.3,$184.99
841,Torbreck,RunRig 2015,"Australia
·
Barossa Valley",4.4,$184.99
842,Melka,Mekerra Proprietary Red 2014,"United States
·
Knights Valley",4.5,$184.99
843,Checkerboard Vineyards,Kings Row Red 2012,"United States
·
Napa Valley",4.7,$184.99
844,Delas,Les Bessards Hermitage 2014,"France
·
Hermitage",4.4,$184.99
845,Château Lynch-Bages,Pauillac (Grand Cru Classé) 2016,"France
·
Pauillac",4.4,$184.95
846,Newton,Cabernet Sauvignon 2014,"United States
·
Spring Mountain District",4.2,$184.95
847,E. Guigal,Château d'Ampuis Côte-Rôtie 2014,"France
·
Côte-Rôtie",4.0,$183.99
848,Château Tertre Roteboeuf,Saint-Émilion Grand Cru 2014,"France
·
Saint-Émilion Grand Cru",4.8,$183.99
849,Bruno Giacosa,Falletto Barolo 2015,"Italy
·
Barolo",4.3,$183.99
850,Pio Cesare,Il Bricco Barbaresco 2015,"Italy
·
Barbaresco",4.2,$182.99
851,Daniel & Marta Gantenbein,Pinot Noir 2017,"Switzerland
·
Graubünden",4.3,$181.99
852,Biserno,Bibbona N.V.,"Italy
·
Toscana",4.5,$181.49
853,Biserno,Bibbona 2015,"Italy
·
Toscana",4.5,$181.49
854,Emilio Moro,Malleolus de Sanchomartin 2010,"Spain
·
Ribera del Duero",4.6,$179.99
855,Chandon de Briailles,Corton Grand Cru 'Les Bressandes' 2012,"France
·
Corton Grand Cru 'Les Bressandes'",4.2,$179.99
856,Occidental,SWK Vineyard Pinot Noir 2014,"United States
·
Sonoma Coast",4.6,$179.99
857,Mongeard-Mugneret,Grands-Echezeaux Grand Cru 2014,"France
·
Grands-Échezeaux Grand Cru",4.4,$179.99
858,Château Calon-Ségur,Saint-Estèphe (Grand Cru Classé) 2015,"France
·
Saint-Estèphe",4.2,$179.99
859,Bacio Divino,Janzen Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2013,"United States
·
Oakville",4.7,$179.99
860,Claude Dugat,Gevrey-Chambertin 1er Cru 2013,"France
·
Gevrey-Chambertin Premier Cru",4.3,$179.99
861,Pahlmeyer,Proprietary Red 2014,"United States
·
Napa Valley",4.6,$179.99
862,Château Prieuré-Lichine,Margaux (Grand Cru Classé) 1978,"France
·
Margaux",4.2,$179.99
863,Canalicchio di Sopra,Brunello di Montalcino 1996,"Italy
·
Brunello di Montalcino",4.1,$179.99
864,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2005,"France
·
Pauillac",4.5,$179.99
865,Lewis Cellars,Reserve Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.6,$179.99
866,Episode,Red Blend 2008,"United States
·
Napa Valley",4.5,$179.99
867,Inglenook,Rubicon 2014,"United States
·
Rutherford",4.5,$179.99
868,Bacio Divino,Janzen Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2014,"United States
·
Oakville",4.6,$179.99
869,Pulido-Walker,Panek Vineyard Cabernet Sauvignon 2012,"United States
·
Napa Valley",4.8,$179.99
870,Torbreck,RunRig 2016,"Australia
·
Barossa Valley",4.6,$179.99
871,Pahlmeyer,Proprietary Red 2013,"United States
·
Napa Valley",4.6,$179.99
872,Château l'Arrosee,Saint-Émilion Grand Cru (Grand Cru Classé) 1983,"France
·
Saint-Émilion Grand Cru",4.3,$179.99
873,Gaja,Ca'Marcanda Bolgheri 2016,"Italy
·
Bolgheri",4.3,$179.99
874,E. Guigal,Château d'Ampuis Côte-Rôtie 2006,"France
·
Côte-Rôtie",4.3,$179.99
875,Méo-Camuzet,Vosne-Romanée 1er Cru 'Les Chaumes' 2013,"France
·
Vosne-Romanée 1er Cru 'Les Chaumes'",4.2,$179.99
876,Gaja,Pieve Santa Restituta Rennina Brunello di Montalcino 2013,"Italy
·
Brunello di Montalcino",4.5,$179.99
877,Ulysses,Ulysses 2013,"United States
·
Napa Valley",4.3,$179.99
878,Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2000,"France
·
Saint-Émilion Grand Cru",4.4,$179.99
879,Quintessa,Rutherford 2015,"United States
·
Rutherford",4.6,$179.99
880,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2011,"France
·
Saint-Estèphe",4.1,$179.99
881,Quintessa,Rutherford 2014,"United States
·
Rutherford",4.6,$179.99
882,Cliff Lede,Poetry Cabernet Sauvignon 2009,"United States
·
Stags Leap District",4.6,$179.97
883,Torbreck,Les Amis 2003,"Australia
·
Barossa Valley",4.5,$179.97
884,Rolland,MR Red (Michel Rolland Cabernet Sauvignon) 2015,"United States
·
Napa Valley",4.6,$179.95
885,Inglenook,Rubicon 2008,"United States
·
Rutherford",4.7,$179
886,Tua Rita,Syrah Toscana 2012,"Italy
·
Toscana",4.1,$178.99
887,Ulysses,Ulysses 2014,"United States
·
Napa Valley",4.3,$178.99
888,Viader,Red Blend 2014,"United States
·
Napa Valley",4.6,$178.99
889,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé) 2016,"France
·
Pauillac",4.1,$178.99
890,Château La Fleur de Gay,Pomerol 2010,"France
·
Pomerol",4.5,$177.99
891,Merry Edwards,Pinot Noir 2014,"United States
·
Sonoma Coast",4.3,$177.99
892,Ceretto,Barolo Prapò 2014,"Italy
·
Barolo",4.1,$176.99
893,Ceretto,Barolo Brunate 2013,"Italy
·
Barolo",4.2,$176.99
894,Barbour,Cabernet Sauvignon 2016,"United States
·
St. Helena",4.5,$175.99
895,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2005,"France
·
Saint-Julien",4.4,$175.99
896,Domaine Drouhin-Laroze,Clos de Vougeot Grand Cru N.V.,"France
·
Clos Vougeot Grand Cru",4.1,$175.99
897,Bodegas Ismael Arroyo,Valsotillo Gran Reserva 2009,"Spain
·
Ribera del Duero",4.3,$175.99
898,Joseph Drouhin,Chambolle-Musigny Premier Cru Baudes 2014,"France
·
Chambolle-Musigny Premier Cru",4.4,$175.99
899,Château Montrose,Saint-Estèphe (Grand Cru Classé) 2012,"France
·
Saint-Estèphe",4.2,$175.99
900,Château La Nerthe,Cuvée des Cadettes Châteauneuf-du-Pape 2015,"France
·
Châteauneuf-du-Pape",4.3,$175.99
901,Quintessa,Rutherford N.V.,"United States
·
Rutherford",4.6,$175.99
902,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2015,"France
·
Saint-Julien",4.2,$175.99
903,Domaine Drouhin-Laroze,Clos de Vougeot Grand Cru 2012,"France
·
Clos Vougeot Grand Cru",4.3,$175.99
904,Mollydooker,Velvet Glove Shiraz 2017,"Australia
·
McLaren Vale",4.7,$175.99
905,Clos du Caillou,La Réserve Châteauneuf-du-Pape N.V.,"France
·
Châteauneuf-du-Pape",4.4,$175.99
906,Checkerboard Vineyards,Kings Row Red N.V.,"United States
·
Napa Valley",4.5,$175.98
907,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2015,"France
·
Pauillac",4.4,$175
908,Morlet Family Vineyards,Cabernet Sauvignon Mon Chevalier 2012,"United States
·
Knights Valley",4.5,$175
909,Morlet Family Vineyards,Cabernet Sauvignon Coeur De Vallée 2014,"United States
·
Oakville",4.4,$175
910,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2008,"France
·
Saint-Julien",4.1,$175
911,Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 2005,"France
·
Saint-Julien",4.3,$175
912,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2009,"France
·
Saint-Julien",4.4,$175
913,Siro Pacenti,Vecchie Vigne Brunello di Montalcino 1997,"Italy
·
Brunello di Montalcino",4.5,$175
914,Château Duhart-Milon,Pauillac (Grand Cru Classé) 2007,"France
·
Pauillac",4.1,$175
915,Vietti,Barolo Ravera 2014,"Italy
·
Barolo",4.2,$174.99
916,Emilio Moro,Malleolus de Sanchomartin 2015,"Spain
·
Ribera del Duero",4.4,$174.99
917,Bergström,Bergström Vineyard Pinot Noir 2014,"United States
·
Dundee Hills",4.2,$174.99
918,Lewis Cellars,Reserve Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.5,$174.99
919,Krupp Brothers,M5 Cabernet Sauvignon (Stagecoach Vineyard) 2014,"United States
·
Napa Valley",4.7,$174.99
920,Roger Sabon,Châteauneuf-du-Pape Le Secret Des Sabon 2013,"France
·
Châteauneuf-du-Pape",4.5,$174.99
921,Justin,Isosceles Reserve 2014,"United States
·
Paso Robles",4.6,$174.99
922,Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches' 2017,"France
·
Beaune 1er Cru 'Le Clos des Mouches'",4.3,$174.99
923,Larkmead,Dr. Olmo 2015,"United States
·
Napa Valley",4.4,$174.99
924,Mollydooker,Velvet Glove Shiraz N.V.,"Australia
·
McLaren Vale",4.7,$174.86
925,The Hess Collection,The Lion Red Blend 2014,"United States
·
Mount Veeder",4.5,$173.99
926,Horsepower,The Tribe Vineyard Syrah 2012,"United States
·
Walla Walla Valley",4.1,$173.99
927,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,"France
·
Saint-Émilion Grand Cru",4.4,$173.99
928,Aldo Conterno,Barolo Bussia Cicala 2014,"Italy
·
Barolo",4.3,$172.99
929,Realm,The Bard 2015,"United States
·
Napa Valley",4.6,$172.99
930,Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2008,"France
·
Saint-Émilion Grand Cru",4.2,$172.99
931,Comte Armand,Pommard 1er Cru 'Clos des Epeneaux' Monopole 2013,"France
·
Pommard 1er Cru 'Clos des Epeneaux'",4.1,$172.99
932,Château Ducru-Beaucaillou,Saint-Julien (Grand Cru Classé) 2011,"France
·
Saint-Julien",4.4,$172.99
933,Aldo Conterno,Barolo Bussia Colonnello 2014,"Italy
·
Barolo",4.3,$172.99
934,Bodega Contador (Benjamín Romeo),La Viña de Andres Romeo Rioja 2005,"Spain
·
Rioja",4.2,$172.99
935,Château les Carmes Haut-Brion,Pessac-Léognan 2009,"France
·
Pessac-Léognan",4.0,$171.99
936,Torres,Reserva Real 2015,"Spain
·
Penedès",4.1,$171.99
937,Ulysses,Ulysses N.V.,"United States
·
Napa Valley",4.3,$171.99
938,Château Clerc Milon,Pauillac (Grand Cru Classé) 2014,"France
·
Pauillac",4.0,$171.99
939,Castello di Bossi,Toscana Corbaia 1997,"Italy
·
Toscana",4.1,$170.99
940,Lucien le Moine,Chambolle-Musigny Premier Cru Les Hauts Doix 2011,"France
·
Chambolle-Musigny Premier Cru",4.4,$170.99
941,Lapostolle,Clos Apalta (Limited Release) 2015,"Chile
·
Colchagua Valley",4.6,$170.99
942,Château La Fleur-Pétrus,Pomerol 2013,"France
·
Pomerol",4.3,$170.99
943,Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2006,"France
·
Saint-Julien",4.2,$170
944,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2014,"France
·
Saint-Julien",4.1,$169.99
945,Espectacle del Montsant,Tinto 2012,"Spain
·
Montsant",4.5,$169.99
946,The Hess Collection,The Lion Red Blend 2013,"United States
·
Mount Veeder",4.5,$169.99
947,Kosta Browne,Gap's Crown Vineyard Pinot Noir 2016,"United States
·
Sonoma Coast",4.6,$169.99
948,Checkerboard Vineyards,Kings Row Red 2010,"United States
·
Napa Valley",4.7,$169.99
949,Poggio Al Tesoro,Dedicato a Walter Bolgheri Superiore 2009,"Italy
·
Bolgheri Superiore",4.4,$169.99
950,Le Macchiole,Messorio 2014,"Italy
·
Toscana",4.4,$169.99
951,Château Léoville Las Cases,Saint-Julien (Grand Cru Classé) 2004,"France
·
Saint-Julien",4.3,$169.99
952,Odette,Estate Cabernet Sauvignon 2014,"United States
·
Stags Leap District",4.7,$169.99
953,Ramey,Cabernet Sauvignon Pedregal Vineyard 2008,"United States
·
Oakville",4.4,$169.99
954,Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,"France
·
Saint-Émilion Grand Cru",4.5,$169.99
955,Clos Fourtet,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,"France
·
Saint-Émilion Grand Cru",4.2,$169.99
956,Dancing Hares Vineyard,Red 2013,"United States
·
Napa Valley",4.6,$169.99
957,Ovid,Experiment 2013,"United States
·
Napa Valley",4.6,$169.99
958,Méo-Camuzet,Nuits-Saint-Georges 1er Cru 'Aux Boudots' 2013,"France
·
Nuits-Saint-Georges 1er Cru 'Aux Boudots'",4.6,$169.99
959,Abreu,Rothwell Hyde Red 2012,"United States
·
St. Helena",4.5,$169.99
960,Château de Beaucastel,Châteauneuf-du-Pape 1995,"France
·
Châteauneuf-du-Pape",4.3,$169.99
961,Schrader,Boars' View The Coast Pinot Noir 2013,"United States
·
Sonoma Coast",4.6,$169.99
962,San Giusto a Rentennano,La Ricolma 2015,"Italy
·
Toscana",4.2,$169.99
963,Louis Latour,Château Corton Grancey Grand Cru 2016,"France
·
Corton Grand Cru",4.2,$169.99
964,Mascarello Giuseppe e Figlio,Barolo Monprivato 2012,"Italy
·
Barolo",4.4,$169.99
965,Dunn,Cabernet Sauvignon 1985,"United States
·
Napa Valley",4.3,$169.99
966,Numanthia,Termanthia 2011,"Spain
·
Toro",4.5,$169.99
967,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2011,"France
·
Pauillac",4.3,$169.99
968,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2016,"France
·
Pauillac",4.5,$169.99
969,Domaine Michel & Sylvie Esmonin,Gevrey-Chambertin 1er Cru 'Clos St Jacques' 2013,"France
·
Gevrey-Chambertin 1er Cru 'Clos St Jacques'",4.1,$169.99
970,Dunn,Howell Mountain Cabernet Sauvignon 2015,"United States
·
Howell Mountain",4.4,$169.99
971,Wallis Family Estate,Seraphim 2012,"United States
·
Diamond Mountain District",4.7,$169.99
972,Leonetti,Reserve 2009,"United States
·
Walla Walla Valley",4.5,$169.99
973,Paul Jaboulet Aîné,Hermitage La Chapelle Rouge 1999,"France
·
Hermitage",4.3,$169.99
974,Pelissero,Barbaresco Vanotu 2006,"Italy
·
Barbaresco",4.3,$169.99
975,Vasse Felix,Tom Cullity Cabernet Sauvignon - Malbec 2014,"Australia
·
Margaret River",4.2,$169.99
976,Château Batailley,Pauillac (Grand Cru Classé) 1986,"France
·
Pauillac",4.4,$169.99
977,Paul Jaboulet Aîné,Hermitage La Chapelle Rouge 2013,"France
·
Hermitage",3.9,$169.99
978,Quintessa,Rutherford 2013,"United States
·
Rutherford",4.6,$169.99
979,Paul Jaboulet Aîné,Hermitage La Chapelle Rouge 2011,"France
·
Hermitage",4.1,$169.99
980,Château les Carmes Haut-Brion,Pessac-Léognan 2016,"France
·
Pessac-Léognan",4.1,$169.99
981,Paul Jaboulet Aîné,Hermitage La Chapelle Rouge 2006,"France
·
Hermitage",4.4,$169.99
982,Boscarelli,Vino Nobile di Montepulciano Il Nocio 2015,"Italy
·
Vino Nobile di Montepulciano",4.3,$169.99
983,Domaine Dujac,Chambolle-Musigny 2013,"France
·
Chambolle-Musigny",4.0,$169.99
984,Silver Oak,Alexander Valley Cabernet Sauvignon 1985,"United States
·
Alexander Valley",4.1,$169.99
985,Catena Zapata,Adrianna Vineyard River Stones Malbec 2016,"Argentina
·
Mendoza",4.6,$169.99
986,Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2010,"France
·
Pessac-Léognan",4.3,$169.98
987,Cliff Lede,Poetry Cabernet Sauvignon 2008,"United States
·
Stags Leap District",4.6,$169.97
988,Hall,Kathryn Hall Cabernet Sauvignon 2016,"United States
·
Rutherford",4.5,$169.95
989,Realm,The Bard 2016,"United States
·
Napa Valley",4.6,$167.99
990,Larkmead,Firebelle 2016,"United States
·
Napa Valley",4.6,$167.99
991,Maybach Family Vineyards,Amoenus Cabernet Sauvignon 2009,"United States
·
Calistoga",4.6,$167.97
992,Château Trotte Vieille,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,"France
·
Saint-Émilion Grand Cru",4.3,$166.99
993,Groth,Cabernet Sauvignon Reserve 2011,"United States
·
Oakville",4.3,$166.99
994,Ramey,Cabernet Sauvignon Pedregal Vineyard 2014,"United States
·
Oakville",4.4,$166.99
995,Amulet,Red 2014,"United States
·
St. Helena",4.5,$165.99
996,Shutter,Barrel Selection Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.2,$165.99
997,Ridge Vineyards,Monte Bello 2014,"United States
·
Santa Cruz Mountains",4.5,$165.99
998,Joseph Phelps,Insignia 2000,"United States
·
Napa Valley",4.6,$165.99
999,Château La Conseillante,Pomerol 2007,"France
·
Pomerol",4.2,$165
1000,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2010,"France
·
Saint-Julien",4.2,$165
1001,Palmaz,Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.7,$165
1002,Château La Conseillante,Pomerol 2011,"France
·
Pomerol",4.2,$165
1003,Château Haut-Bailly,Pessac-Léognan 2003,"France
·
Pessac-Léognan",4.2,$165
1004,Spottswoode,Cabernet Sauvignon 2011,"United States
·
St. Helena",4.4,$165
1005,Alión,Ribera del Duero 2002,"Spain
·
Ribera del Duero",4.3,$165
1006,Château Troplong Mondot,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006,"France
·
Saint-Émilion Grand Cru",4.3,$165
1007,Macauley,Reserve Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.7,$164.99
1008,Carte Blanche,Proprietary Red N.V.,"United States
·
Napa Valley",4.4,$164.99
1009,Fantesca Estate,All Great Things Red 2013,"United States
·
Napa Valley",4.5,$164.99
1010,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole) 2011,"France
·
Corton Grand Cru",4.2,$164.99
1011,Château Angelus,Le Carillon d’Angélus Saint-Émilion Grand Cru 2015,"France
·
Saint-Émilion Grand Cru",4.2,$164.99
1012,Boroli,Cerequio Barolo 2012,"Italy
·
Barolo",4.0,$164.99
1013,Emilio Moro,Malleolus de Valderramiro 2015,"Spain
·
Ribera del Duero",4.5,$164.99
1014,Château Le Gay,Pomerol 2014,"France
·
Pomerol",4.1,$164.99
1015,Vietti,Barolo Brunate 2015,"Italy
·
Barolo",4.3,$164.99
1016,Vietti,Barolo Lazzarito 2015,"Italy
·
Barolo",4.3,$164.99
1017,Vietti,Barolo Ravera 2015,"Italy
·
Barolo",4.4,$164.99
1018,Freemark Abbey,Bosché Vineyard Cabernet Sauvignon N.V.,"United States
·
Rutherford",4.4,$164.99
1019,Château Haut-Bailly,Pessac-Léognan 2016,"France
·
Pessac-Léognan",4.1,$164.99
1020,Frias,Prado N.V.,"United States
·
Oakville",4.7,$164.99
1021,Cimarossa,Rive di Cimarossa Cabernet Sauvignon N.V.,"United States
·
Howell Mountain",4.3,$164.99
1022,Château Clinet,Pomerol 2012,"France
·
Pomerol",4.2,$164.99
1023,Saxum,Broken Stones N.V.,"United States
·
Paso Robles",4.6,$164.98
1024,Odette,Estate Cabernet Sauvignon N.V.,"United States
·
Stags Leap District",4.6,$164.98
1025,Dunn,Howell Mountain Cabernet Sauvignon N.V.,"United States
·
Howell Mountain",4.5,$164.98
1026,Chateau Montelena,The Montelena Estate Cabernet Sauvignon N.V.,"United States
·
Calistoga",4.4,$164.98
1027,TOR,Proprietary Red N.V.,"United States
·
Oakville",4.5,$164.98
1028,Saxum,Paderewski Vineyard N.V.,"United States
·
Paso Robles",4.6,$164.98
1029,Saxum,Terry Hoage Vineyard Red Blend N.V.,"United States
·
Paso Robles",4.6,$164.98
1030,Quintessa,Rutherford 2016,"United States
·
Rutherford",4.6,$164.86
1031,Château Lynch-Bages,Pauillac (Grand Cru Classé) 2012,"France
·
Pauillac",4.2,$163.99
1032,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2005,"France
·
Saint-Julien",4.4,$162.99
1033,Alto Moncayo,Aquilon Garnacha 2005,"Spain
·
Campo de Borja",4.4,$162.99
1034,Elvio Cogno,Vigna Elena Barolo Riserva 2012,"Italy
·
Barolo",4.1,$161.99
1035,Melka,Mekerra Proprietary Red 2011,"United States
·
Knights Valley",4.3,$161.99
1036,Espectacle del Montsant,Tinto 2013,"Spain
·
Montsant",4.4,$161.99
1037,Château Duhart-Milon,Pauillac (Grand Cru Classé) 2006,"France
·
Pauillac",4.2,$160.99
1038,Ceretto,Barbaresco Bernardot 2014,"Italy
·
Barbaresco",4.0,$159.99
1039,Louis Latour,Corton Grand Cru Clos de la Vigne au Saint 2015,"France
·
Corton Grand Cru",4.0,$159.99
1040,Château La Fleur-Pétrus,Pomerol 2011,"France
·
Pomerol",4.5,$159.99
1041,Ceretto,Barbaresco Bernardot 2013,"Italy
·
Barbaresco",4.0,$159.99
1042,Ceretto,Barbaresco Bernardot 2012,"Italy
·
Barbaresco",4.2,$159.99
1043,E. Guigal,Château d'Ampuis Côte-Rôtie 2011,"France
·
Côte-Rôtie",4.1,$159.99
1044,E. Guigal,Château d'Ampuis Côte-Rôtie 2012,"France
·
Côte-Rôtie",4.2,$159.99
1045,Beaulieu Vineyard (BV),Georges De Latour Private Reserve Cabernet Sauvignon 2014,"United States
·
Napa Valley",4.5,$159.99
1046,Cayuse Vineyards,En Cerise Vineyard Syrah 2014,"United States
·
Walla Walla Valley",4.5,$159.99
1047,Crown Point,Cabernet Sauvignon 2014,"United States
·
Happy Canyon of Santa Barbara",4.7,$159.99
1048,Thibault Liger-Belair,Nuits-Saint-Georges Premier Cru 'Les Saint Georges' 2014,"France
·
Nuits-Saint-Georges Premier Cru",4.2,$159.99
1049,Philip Togni,Cabernet Sauvignon 2015,"United States
·
Napa Valley",4.1,$159.99
1050,Philip Togni,Cabernet Sauvignon 2013,"United States
·
Napa Valley",4.5,$159.99
1051,Chateau Montelena,The Montelena Estate Cabernet Sauvignon 2011,"United States
·
Calistoga",4.3,$159.99
1052,Dancing Hares Vineyard,Red 2012,"United States
·
Napa Valley",4.6,$159.99
1053,Revana,St. Helena Cabernet Sauvignon 2013,"United States
·
St. Helena",4.4,$159.99
1054,Chateau Montelena,The Montelena Estate Cabernet Sauvignon 2013,"United States
·
Calistoga",4.4,$159.99
1055,PlumpJack,Estate Cabernet Sauvignon 2015,"United States
·
Oakville",4.6,$159.99
1056,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2015,"France
·
Saint-Julien",4.2,$159.99
1057,Château Beychevelle,Saint-Julien (Grand Cru Classé) 2016,"France
·
Saint-Julien",4.2,$159.99
1058,Stag's Leap Wine Cellars,FAY Cabernet Sauvignon N.V.,"United States
·
Napa Valley",4.4,$159.99
1059,Numanthia,Termanthia 2006,"Spain
·
Toro",4.6,$159.99
1060,Vietti,Barolo Ravera 2011,"Italy
·
Barolo",4.3,$159.99
1061,Château Canon,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,"France
·
Saint-Émilion Grand Cru",4.4,$159.99
1062,Château Canon-La-Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,"France
·
Saint-Émilion Grand Cru",4.4,$159.99
1063,Château d'Armailhac,Pauillac (Grand Cru Classé) 2009,"France
·
Pauillac",4.2,$159.99
1064,Château Pontet-Canet,Pauillac (Grand Cru Classé) 2013,"France
·
Pauillac",4.1,$159.99
1065,Ramey,Cabernet Sauvignon Jericho Canyon Vineyard 2001,"United States
·
Napa Valley",4.3,$159.99
1066,Canalicchio di Sopra,Brunello di Montalcino 2001,"Italy
·
Brunello di Montalcino",4.4,$159.99
