,winery,wine,location,rating,price
228,By Farr,Côte Vineyard Chardonnay 2016,"Australia
·
Geelong",4.3,$89.99
229,Leeuwin Estate,Art Series Chardonnay 2014,"Australia
·
Margaret River",4.3,$89.99
230,Domaine Marc Morey & Fils,Chassagne-Montrachet 1er Cru 'Les Vergers' 2015,"France
·
Chassagne-Montrachet 1er Cru 'Les Vergers'",4.3,$89.99
231,Hugel,Grossi Laüe Gewürztraminer 2010,"France
·
Alsace",4.2,$89.99
232,Domaine Marc Morey & Fils,Chassagne-Montrachet Blanc 2016,"France
·
Chassagne-Montrachet",4.2,$89.99
233,Arínzano,Gran Vino Blanco 2010,"Spain
·
Arínzano",4.1,$89.99
234,Didier Dagueneau (Louis-Benjamin Dagueneau),Blanc Fumé de Pouilly 2013,"France
·
Pouilly-Fumé",4.2,$89.99
235,François Mikulski,Meursault 2015,"France
·
Meursault",4.2,$89.99
236,Etienne Sauzet,Puligny-Montrachet 2016,"France
·
Puligny-Montrachet",4.1,$89.99
237,Weingut Bründlmayer,Grüner Veltliner Reserve Vincents Spiegel 2016,"Austria
·
Kamptal",4.0,$89.99
238,Flowers,Camp Meeting Ridge Vineyard Chardonnay 2012,"United States
·
Sonoma Coast",4.4,$89.99
239,Olivier Leflaive,Meursault 2017,"France
·
Meursault",4.0,$89.99
240,Gaja,Rossj-Bass Langhe 2017,"Italy
·
Langhe",4.2,$89.99
241,Matrot,Meursault-Blagny 1er Cru 2012,"France
·
Meursault 1er Cru 'Blagny'",4.2,$89.99
242,Philippe Colin,Chassagne-Montrachet Premier Cru 'Les Vergers' 2015,"France
·
Chassagne-Montrachet 1er Cru 'Les Vergers'",4.5,$89.99
243,Patrick Javillier,Cuvée Tete de Murger Meursault 2015,"France
·
Meursault",4.3,$89.99
244,Stonestreet,Upper Barn Chardonnay 2015,"United States
·
Alexander Valley",4.2,$89.95
245,Dönnhoff,Hermannshöhle Riesling GG 2018,"Germany
·
Nahe",4.2,$89
246,Domaine Georges Vernay,Les Terrasses de L'Empire Condrieu 2018,"France
·
Condrieu",3.9,$88.99
247,Pascal Jolivet,Pouilly-Fumé Indigene 2017,"France
·
Pouilly-Fumé",4.1,$88.99
248,Lewis Cellars,Reserve Chardonnay N.V.,"United States
·
Napa Valley",4.2,$87.99
249,Catena Zapata,Adrianna Vineyard White Stones Chardonnay 2017,"Argentina
·
Mendoza",4.4,$87.99
250,Catena Zapata,Adrianna Vineyard White Stones Chardonnay N.V.,"Argentina
·
Mendoza",4.4,$87.99
251,Prager,Achleiten Stockkultur Grüner Veltliner Smaragd 2017,"Austria
·
Wachau",4.1,$87.99
252,Château La Louvière,Pessac-Léognan Blanc 2012,"France
·
Pessac-Léognan",4.2,$87.99
253,Marc Colin,Saint-Aubin 1er Cru En Remilly 2016,"France
·
Saint-Aubin Premier Cru",4.3,$87.99
254,Marco Abella,Òlbia 2015,"Spain
·
Priorat",3.7,$87.99
255,Cakebread,Chardonnay Reserve 2015,"United States
·
Los Carneros",4.4,$87.99
256,Domaine Alain Chavy,Puligny-Montrachet 'Les Charmes' N.V.,"France
·
Puligny-Montrachet",4.1,$87.98
257,Jean Marc Pillot,Chassagne-Montrachet Premier Cru 'Les Vergers' N.V.,"France
·
Chassagne-Montrachet 1er Cru 'Les Vergers'",4.2,$87.98
258,Domaine Blain-Gagnard,Chassagne-Montrachet Premier Cru 'La Boudriotte' Blanc 2015,"France
·
Chassagne-Montrachet 1er Cru 'La Boudriotte'",4.2,$86.99
259,Ornellaia,Poggio alle Gazze 2017,"Italy
·
Toscana",4.1,$86.99
260,Ornellaia,Poggio alle Gazze 2016,"Italy
·
Toscana",4.1,$86.99
261,Bergström,Sigrid Chardonnay 2015,"United States
·
Willamette Valley",4.4,$85.99
262,Vincent Girardin,Meursault 'Les Narvaux' 2016,"France
·
Meursault",4.1,$85.99
263,Château Musar,Blanc (Gaston Hochar) 2008,"Lebanon
·
Bekaa Valley",3.7,$85.99
264,Clos Mogador,Nelin Priorat 2016,"Spain
·
Priorat",4.2,$85.99
265,Tenuta delle Terre Nere,Etna Calderara Sottana Bianco 2017,"Italy
·
Sicilia",4.1,$85.99
266,Paul Hobbs,Edward James Estate Chardonnay 2015,"United States
·
Russian River Valley",4.2,$85
267,Signorello Estate,Chardonnay Hope's Cuvée 2012,"United States
·
Napa Valley",4.0,$84.99
268,Hubert Lamy,Saint-Aubin 1er Cru 'En Remilly' 2015,"France
·
Saint-Aubin 1er Cru 'En Remilly'",4.3,$84.99
269,Robert Weil,Kiedrich Gräfenberg Riesling Spätlese 2015,"Germany
·
Kiedrich",4.1,$84.99
270,Prager,Achleiten Riesling 2017,"Austria
·
Wachau",4.3,$84.99
271,Domaine Jean-Louis Chave,Selection Hermitage Blanche 2015,"France
·
Hermitage",4.2,$84.99
272,Albert Grivault,Clos du Murger Meursault 2017,"France
·
Meursault",4.1,$84.99
273,Paul Hobbs,Ellen Lane Estate Chardonnay 2015,"United States
·
Russian River Valley",4.6,$84.99
274,Albert Bichot,Puligny-Montrachet 2016,"France
·
Puligny-Montrachet",4.0,$84.99
275,Philippe Colin,Chassagne-Montrachet Premier Cru 'Les Chenevottes' 2015,"France
·
Chassagne-Montrachet 1er Cru 'Les Chenevottes'",4.3,$84.99
276,François Mikulski,Meursault 2017,"France
·
Meursault",4.3,$84.99
277,Vincent & Sophie Morey,Chassagne-Montrachet 1er Cru 'Les Embrazées' 2017,"France
·
Chassagne-Montrachet",4.2,$84.99
278,Domaine Alain Chavy,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.4,$84.99
279,Vincent Girardin,Les Vieilles Vignes Meursault 2016,"France
·
Meursault",3.9,$84.99
280,Paul Hobbs,Ellen Lane Estate Chardonnay 2014,"United States
·
Russian River Valley",4.1,$84.99
281,Robert Weil,Kiedrich Gräfenberg Riesling Trocken GG 2015,"Germany
·
Rheingau",4.0,$84.99
282,Hugel,Grossi Laüe Gewürztraminer 2011,"France
·
Alsace",4.0,$84
283,Weingut Bründlmayer,Riesling Reserve Zöbinger Heiligenstein Lyra 2015,"Austria
·
Kamptal",4.2,$83.99
284,Olivier Leflaive,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.4,$83.99
285,Maison Roche de Bellene,Puligny-Montrachet Vieilles Vignes 2015,"France
·
Puligny-Montrachet",4.3,$83.99
286,Domaine Henri Boillot,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.3,$82.49
287,F.X. Pichler,M Grüner Veltliner Smaragd N.V.,"Austria
·
Wachau",4.2,$82.49
288,Domaine Henri Boillot,Puligny-Montrachet N.V.,"France
·
Puligny-Montrachet",4.1,$82.49
289,Joseph Drouhin,Puligny-Montrachet N.V.,"France
·
Puligny-Montrachet",4.2,$82.49
290,Domaine Testut,Chablis Grand Cru 'Grenouille' N.V.,"France
·
Chablis Grand Cru 'Grenouilles'",4.2,$82.49
291,Vincent Dauvissat,Chablís N.V.,"France
·
Chablis",4.0,$82.48
292,Vincent Dauvissat,Chablís 2017,"France
·
Chablis",4.2,$82.48
293,Château de Nalys,Châteauneuf-du-Pape Blanc N.V.,"France
·
Châteauneuf-du-Pape",3.7,$82.48
294,HDV,Chardonnay (Hyde Vineyard) 2015,"United States
·
Los Carneros",4.3,$81.99
295,Francois Carillon,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.3,$81.99
296,Paul Hobbs,Ellen Lane Estate Chardonnay 2016,"United States
·
Russian River Valley",4.4,$81.99
297,Realm,Fidelio 2018,"United States
·
Napa Valley",4.3,$81.99
298,Château de La Maltroye,Chassagne-Montrachet 2017,"France
·
Chassagne-Montrachet",4.3,$80.99
299,Sbragia,Gamble Ranch Vineyard Chardonnay N.V.,"United States
·
Napa Valley",3.9,$80
300,Paul Hobbs,Edward James Estate Chardonnay 2013,"United States
·
Russian River Valley",4.5,$80
301,Paul Hobbs,Edward James Estate Chardonnay 2014,"United States
·
Russian River Valley",4.3,$80
302,Domaine Niero,Chéry 2016,"France
·
Condrieu",4.1,$80
303,Schloss Gobelsburg,Ried Heiligenstein (Reserve) 2017,"Austria
·
Kamptal",4.2,$79.99
304,Leeuwin Estate,Art Series Chardonnay 2015,"Australia
·
Margaret River",4.4,$79.99
305,Domaine du Vieux Télégraphe,Châteauneuf-du-Pape (La Crau) Blanc 2017,"France
·
Châteauneuf-du-Pape",3.9,$79.99
306,Château Lynch-Bages,Blanc de Lynch-Bages 2017,"France
·
Bordeaux",4.0,$79.99
307,Domaine Jean-Michel Gaunoux,Meursault 2015,"France
·
Meursault",4.1,$79.99
308,Château Musar,Blanc (Gaston Hochar) 2003,"Lebanon
·
Bekaa Valley",4.0,$79.99
309,Bruno Colin,Chassagne-Montrachet 2015,"France
·
Chassagne-Montrachet",4.2,$79.99
310,Vidal Fleury,Condrieu Blanc 2014,"France
·
Condrieu",3.9,$79.99
311,Cakebread,Chardonnay Reserve 2014,"United States
·
Los Carneros",4.3,$79.99
312,Prager,Achleiten Stockkultur Grüner Veltliner Smaragd 2016,"Austria
·
Wachau",4.2,$79.99
313,Ramey,Chardonnay Hyde Vineyard 2009,"United States
·
Los Carneros",4.1,$79.99
314,Château de Puligny Montrachet,Puligny-Montrachet 2011,"France
·
Puligny-Montrachet",4.1,$79.99
315,Liquid Farm,Chardonnay Four 2013,"United States
·
Sta. Rita Hills",4.3,$79.99
316,DuMOL,Chloe Ritchie Vineyard Chardonnay 2014,"United States
·
Russian River Valley",4.5,$79.99
317,Francois Villard,Condrieu DePoncins 2017,"France
·
Condrieu",4.3,$79.99
318,Domaine Laroche,Vieilles Vignes Chablis Premier Cru 'Les Fourchaumes' 2016,"France
·
Chablis Premier Cru",4.1,$79.99
319,Château Fuissé,Les Brûlés Pouilly-Fuissé 2014,"France
·
Pouilly-Fuissé",4.1,$79.99
320,Francois Carillon,Puligny-Montrachet 2014,"France
·
Puligny-Montrachet",4.2,$79.99
321,Alphonse Mellot,Edmond Sancerre 2016,"France
·
Sancerre",4.1,$79.99
322,Pahlmeyer,Napa Valley Chardonnay 2017,"United States
·
Napa Valley",4.4,$79.99
323,Trimbach,Riesling Alsace Cuvée Frédéric Emile 2008,"France
·
Alsace",4.1,$79.99
324,Joseph Drouhin,Chassagne-Montrachet Blanc 2017,"France
·
Chassagne-Montrachet",4.1,$79.99
325,La Chablisienne,Château Grenouilles Chablis Grand Cru 2014,"France
·
Chablis Grand Cru",4.2,$79.99
326,Prager,Wachstum Bodenstein Riesling 2016,"Austria
·
Wachau",4.0,$79.99
327,Fisher Vineyards,Mountain Estate Vineyard Chardonnay 2014,"United States
·
Sonoma County",4.4,$79.99
328,Domaine Leflaive,Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",4.2,$79.99
329,Paul Hobbs,Richard Dinner Vineyard Chardonnay 2016,"United States
·
Sonoma Mountain",4.4,$79.99
330,Domaine Henri Boillot,Meursault 2013,"France
·
Meursault",4.1,$79.99
331,Nikolaihof,Steiner Hund Riesling 2009,"Austria
·
Wachau",4.0,$79.99
332,Schieferkopf,Lieu-dit Buehl Riesling 2012,"France
·
Alsace",4.2,$79.99
333,Gaja,Ca'Marcanda Vistamare Toscana 2018,"Italy
·
Toscana",4.1,$79.99
334,Ferraton Père & Fils,Condrieu Les Mandouls 2016,"France
·
Condrieu",3.7,$79.99
335,By Farr,Chardonnay 2018,"Australia
·
Geelong",4.2,$79.99
336,Château Fuissé,Les Brûlés Pouilly-Fuissé 2013,"France
·
Pouilly-Fuissé",4.2,$79.99
337,Kosta Browne,One Sixteen Chardonnay 2016,"United States
·
Russian River Valley",4.4,$79.99
338,Château Fuissé,Vieilles Vignes Pouilly-Fuissé 2013,"France
·
Pouilly-Fuissé",4.1,$79.99
339,Schloss Gobelsburg,Grüner Veltliner Lamm 1 ÖTW 2017,"Austria
·
Kamptal",4.2,$79.99
340,Louis Latour,Meursault Blanc 2017,"France
·
Meursault",3.9,$79.99
341,Weingut Bründlmayer,Riesling Reserve Zöbinger Heiligenstein Lyra 2014,"Austria
·
Kamptal",4.0,$79.99
342,Domaine de l'Arlot,Cuvée La Gerbotte Nuits-Saint-Georges Blanc 2017,"France
·
Nuits-Saint-Georges",4.3,$79.99
343,Paul Jaboulet Aîné,Condrieu Domaine des Grands Amandiers 2016,"France
·
Condrieu",4.2,$79.99
344,Prager,Klaus Riesling 2015,"Austria
·
Wachau",4.2,$79.99
345,Château de Saint Cosme,Saint Cosme Condrieu 2016,"France
·
Condrieu",4.2,$79.99
346,Clemens Busch,Marienburg GG Fahrlay 2016,"Germany
·
Mosel",4.3,$79.99
347,By Farr,Farr Rising Chardonnay 2016,"Australia
·
Geelong",3.9,$79.99
348,Fantesca Estate,Chardonnay 2015,"United States
·
Russian River Valley",4.6,$79.99
349,Château Fuissé,Les Combettes Pouilly-Fuissé 2013,"France
·
Pouilly-Fuissé",4.2,$79.99
350,Xavier Monnot,Meursault 'Les Chevalières' 2016,"France
·
Meursault",4.3,$79.99
351,Chateau Montelena,Chardonnay 2011,"United States
·
Napa Valley",4.3,$79.99
352,Bachelet-Monnot,Chassagne-Montrachet 2017,"France
·
Chassagne-Montrachet",4.2,$79.99
353,Méo-Camuzet,Bourgogne Hautes-Côtes de Nuits Clos Saint-Philibert Monopole Blanc 2009,"France
·
Bourgogne Hautes-Côtes de Nuits",3.9,$79.97
354,Domaine Alain Chavy,Puligny-Montrachet 1er Cru 'Les Folatières' 2016,"France
·
Puligny-Montrachet 1er Cru 'Les Folatières'",4.4,$79.94
355,Prager,Wachstum Bodenstein Riesling 2017,"Austria
·
Wachau",4.3,$78.99
356,Schloss Gobelsburg,Ried Heiligenstein (Reserve) 2016,"Austria
·
Kamptal",3.8,$77.99
357,Alzinger,Smaragd Steinertal Grüner Veltliner N.V.,"Austria
·
Wachau",4.0,$76.99
358,Alheit Vineyards,Fire By Night 2017,"South Africa
·
Stellenbosch",4.0,$76.99
359,Kosta Browne,One Sixteen Chardonnay N.V.,"United States
·
Russian River Valley",4.4,$76.99
360,Domaine Weinbach,Clos des Capucins Cuvée Sainte Catherine Riesling Alsace Grand Cru Schlossberg 2017,"France
·
Alsace Grand Cru 'Schlossberg'",4.2,$76.99
361,Alphonse Mellot,Edmond Sancerre N.V.,"France
·
Sancerre",4.1,$76.99
362,Alphonse Mellot,Edmond Sancerre 2014,"France
·
Sancerre",4.1,$76.99
363,David Moret-Nomine,Meursault 'Les Narvaux' 2015,"France
·
Meursault",4.5,$76.99
364,Domaine des Malandes,Chablis Grand Cru 'Les Clos' N.V.,"France
·
Chablis Grand Cru 'Les Clos'",4.2,$76.98
365,Leeuwin Estate,Art Series Chardonnay N.V.,"Australia
·
Margaret River",4.3,$76.98
366,Jean-Paul & Benoit Droin,Chablis Grand Cru 'Valmur' N.V.,"France
·
Chablis Grand Cru 'Valmur'",4.2,$76.98
367,Evening Land,La Source Seven Springs Vineyard Chardonnay N.V.,"United States
·
Eola-Amity Hills",4.2,$76.98
368,Leeuwin Estate,Art Series Chardonnay 2016,"Australia
·
Margaret River",4.4,$76.98
369,Evening Land,La Source Seven Springs Vineyard Chardonnay 2015,"United States
·
Eola-Amity Hills",4.1,$76.98
370,Domaine des Malandes,Chablis Grand Cru 'Les Clos' 2017,"France
·
Chablis Grand Cru 'Les Clos'",4.2,$76.98
371,Marc Colin,Saint-Aubin 1er Cru En Montceau 2015,"France
·
Saint-Aubin Premier Cru",4.1,$75.99
372,Quinta da Muradella,Monterrei Blanco 2012,"Spain
·
Monterrei",3.9,$75.99
373,Château Pape Clément,Clémentin de Pape Clément Pessac-Léognan Blanc 2014,"France
·
Pessac-Léognan",4.1,$75
374,Moreau-Naudet,Chablis Premier Cru 'Vaillons' 2017,"France
·
Chablis 1er Cru 'Vaillons'",4.2,$75
375,Kistler,Chardonnay 2017,"United States
·
Sonoma Mountain",4.6,$75
376,Domaine Niero,Chéry 2014,"France
·
Condrieu",3.9,$75
377,Damilano,Chardonnay 2016,"Italy
·
Langhe",4.1,$74.99
378,Arista,Chardonnay 2015,"United States
·
Russian River Valley",4.3,$74.99
379,Château de Puligny Montrachet,Meursault 2015,"France
·
Meursault",4.3,$74.99
380,Sadie Family,Skerpioen (Die Ouwingerdreeks) 2017,"South Africa
·
Swartland",4.3,$74.99
381,Domaine Leflaive,Bourgogne Blanc 2014,"France
·
Bourgogne",4.0,$74.99
382,Château de Saint Cosme,Saint Cosme Condrieu 2012,"France
·
Condrieu",4.2,$74.99
383,Domaine Larue,Saint-Aubin 1er Cru 'Murgers des Dents de Chien' 2017,"France
·
Saint-Aubin 1er Cru 'Les Murgers des Dents de Chien'",4.2,$74.99
384,Loimer,Langenlois Käferberg 2016,"Austria
·
Kamptal",4.0,$74.99
385,Joseph Drouhin,Meursault 2017,"France
·
Meursault",4.2,$74.99
386,M. Chapoutier,Châteauneuf-du-Pape La Bernardine Blanc 2016,"France
·
Châteauneuf-du-Pape",3.6,$74.99
387,Olivier Leflaive,Puligny-Montrachet 2016,"France
·
Puligny-Montrachet",4.2,$74.99
388,Maximin Grünhaus,Riesling Abtsberg GG 2017,"Germany
·
Mosel",4.0,$74.99
389,A. Christmann,Idig GG 2017,"Germany
·
Pfalz",4.0,$74.99
390,Louis Jadot,Meursault 2017,"France
·
Meursault",4.3,$74.99
391,Staglin,Salus Estate Chardonnay 2016,"United States
·
Rutherford",4.3,$74.99
392,Paul Lato,Belle de Jour Hilliard Bruce Vineyard Chardonnay 2012,"United States
·
Sta. Rita Hills",4.5,$74.99
393,Domaine Leflaive,Bourgogne Blanc 2011,"France
·
Bourgogne",4.0,$74.99
394,Albert Bichot,Château Gris Les Terrasses Monopole Nuits-Saint-Georges 2014,"France
·
Nuits-Saint-Georges",4.3,$74.99
395,Reichsrat von Buhl,Ungeheuer GG 2016,"Germany
·
Pfalz",4.1,$74.99
396,Zuccardi,Fósil San Pablo 2016,"Argentina
·
Uco Valley",4.2,$74.99
397,Albert Bichot,Meursault 2014,"France
·
Meursault",4.2,$74.99
398,Domaine du Roc des Boutires,Aux Bouthières Pouilly-Fuissé 2017,"France
·
Pouilly-Fuissé",4.1,$74.99
399,Jacques Carillon,Puligny-Montrachet 2016,"France
·
Puligny-Montrachet",4.1,$74.99
400,Elena Walch,Beyond the Clouds 2017,"Italy
·
Südtirol - Alto Adige",4.4,$74.99
401,Robert Weil,Kiedrich Turmberg Riesling Trocken 2018,"Germany
·
Rheingau",4.0,$74.99
402,Bernhard Ott,Rosenberg 2017,"Austria
·
Wagram",3.9,$73.99
403,Bernhard Ott,Stein 2017,"Austria
·
Wagram",4.1,$73.99
404,Château de Saint Cosme,Saint Cosme Condrieu 2017,"France
·
Condrieu",4.0,$73.99
405,Loimer,Langenlois Steinmassl 2016,"Austria
·
Kamptal",3.9,$72.99
406,Ardhuy,Ladoix Premier Cru 'Le Rognet' Monopole 2016,"France
·
Ladoix 1er Cru 'Le Rognet et Corton'",4.3,$72.99
407,Hartford Court,Far Coast Vineyard Chardonnay 2013,"United States
·
Sonoma Coast",4.0,$72.99
408,Hartford Court,Stone Côte Vineyard Chardonnay 2014,"United States
·
Sonoma Coast",4.4,$72.99
409,Louis Jadot,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.5,$72.99
410,Cakebread,Chardonnay Reserve N.V.,"United States
·
Los Carneros",4.4,$72.58
411,E. Guigal,Hermitage Blanc 2015,"France
·
Hermitage",3.8,$71.99
412,Livio Felluga,Terre Alte 2017,"Italy
·
Rosazzo",4.3,$71.99
413,Evening Land,La Source Seven Springs Vineyard Chardonnay 2011,"United States
·
Eola-Amity Hills",4.0,$71.99
414,Reichsrat von Buhl,Pechstein GG 2016,"Germany
·
Pfalz",3.9,$71.99
415,Domaine Faury,Condrieu 2015,"France
·
Condrieu",4.1,$71.99
416,Vasse Felix,Heytesbury Chardonnay N.V.,"Australia
·
Margaret River",4.1,$71.49
417,Ram's Gate,Durell Vineyard Chardonnay N.V.,"United States
·
Sonoma Coast",4.1,$71.49
418,TOR,Beresini Vineyard Torchiana Chardonnay N.V.,"United States
·
Napa Valley",4.0,$71.49
419,Peter Michael,L'Après-Midi Sauvignon Blanc N.V.,"United States
·
Knights Valley",4.3,$71.49
420,Radio-Coteau,Wingtine Chardonnay N.V.,"United States
·
Sonoma Coast",4.3,$71.49
421,Alphonse Mellot,Satellite Sancerre 2016,"France
·
Sancerre",4.1,$70.99
422,Henschke,Croft Chardonnay 2016,"Australia
·
Lenswood",4.2,$70.99
423,Domaine Niero,Les Ravines 2015,"France
·
Condrieu",4.1,$70
424,Von Winning,Langenmorgen GG 2016,"Germany
·
Pfalz",4.2,$70
425,Trimbach,Riesling Alsace Cuvée Frédéric Emile 2011,"France
·
Alsace",3.9,$70
426,Palmaz,Louise Riesling 2016,"United States
·
Napa Valley",4.3,$70
427,Palmaz,Amalia Chardonnay 2016,"United States
·
Napa Valley",4.4,$70
428,Peter Michael,L'Après-Midi Sauvignon Blanc 2017,"United States
·
Knights Valley",4.3,$70
429,Matrot,Meursault Blanc 2017,"France
·
Meursault",4.2,$69.99
430,Château de Meursault,Clos du Château Bourgogne Chardonnay 2017,"France
·
Bourgogne",4.1,$69.99
431,Domaine Blain-Gagnard,Chassagne-Montrachet 2016,"France
·
Chassagne-Montrachet",3.9,$69.99
432,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Auslese 2017,"Germany
·
Wehlen",4.5,$69.99
433,Ramey,Chardonnay Ritchie Vineyard 2016,"United States
·
Russian River Valley",4.2,$69.99
434,Dönnhoff,Oberhäuser Brücke Riesling Spätlese 2017,"Germany
·
Nahe",3.8,$69.99
435,Prager,Klaus Riesling 2016,"Austria
·
Wachau",4.2,$69.99
436,Domaine Arretxea,Hegoxuri 2017,"France
·
Irouléguy",3.8,$69.99
437,Ceritas,Charles Heintz Vineyard Chardonnay 2015,"United States
·
Sonoma Coast",4.4,$69.99
438,Thibaud Boudignon,Cuvée a Francoise Anjou Blanc 2017,"France
·
Anjou",4.2,$69.99
439,DuMOL,Isobel Chardonnay 2014,"United States
·
Sonoma Coast",4.4,$69.99
440,Domaine William Fèvre,Chablis Premier Cru 'Montmains' 2015,"France
·
Chablis 1er Cru 'Montmains'",3.9,$69.99
441,By Farr,Viognier 2017,"Australia
·
Geelong",4.0,$69.99
442,Domaine William Fèvre,Chablis Premier Cru Fourchaume 2017,"France
·
Chablis Premier Cru",4.1,$69.99
443,Domaine Serene,Evenstad Reserve Chardonnay 2017,"United States
·
Dundee Hills",4.2,$69.99
444,HDV,Chardonnay (Hyde Vineyard) 2014,"United States
·
Los Carneros",4.2,$69.99
445,Xavier Monnot,Meursault 'Les Chevalières' 2017,"France
·
Meursault",4.2,$69.99
446,Patrick Javillier,Les Tillets Meursault 2017,"France
·
Meursault",4.1,$69.99
447,Bouchard Père & Fils,Meursault Les Clous 2017,"France
·
Meursault",4.2,$69.99
448,Domaine Anne Gros,Cuvée Marine Bourgogne Hautes-Côtes de Nuits Blanc 2013,"France
·
Bourgogne Hautes-Côtes de Nuits",4.0,$69.99
449,Liquid Farm,Chardonnay Bien Bien 2014,"United States
·
Santa Maria Valley",4.3,$69.99
450,Château Simone,Palette Blanc 2010,"France
·
Palette",4.0,$69.99
451,Domaine de Bellivière,Vieilles Vignes Eparses Coteaux du Loir 2015,"France
·
Coteaux du Loir",4.1,$69.99
452,Domaine Michelot,Meursault 'Sous La Velle' 2016,"France
·
Meursault",4.2,$69.99
453,Ramey,Chardonnay Hyde Vineyard 2016,"United States
·
Los Carneros",4.2,$69.99
454,Château Musar,Blanc (Gaston Hochar) 2009,"Lebanon
·
Bekaa Valley",3.9,$69.99
455,E. Guigal,Saint-Joseph Lieu-Dit Blanc 2016,"France
·
Saint-Joseph",4.0,$69.99
456,Patz & Hall,Hyde Vineyard Chardonnay 2016,"United States
·
Los Carneros",4.3,$69.99
457,Etienne Sauzet,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.2,$69.99
458,Jean Chartron,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.0,$69.99
459,Louis Latour,Meursault Blanc 2016,"France
·
Meursault",4.1,$69.99
460,Bodegas El Paraguas,La Sombrilla 2016,"Spain
·
Ribeiro",4.0,$69.99
461,Domaine Leflaive,Mâcon-Verzé 2017,"France
·
Mâcon-Villages",3.9,$69.99
462,HDV,Chardonnay (Hyde Vineyard) 2016,"United States
·
Los Carneros",4.2,$69.99
463,Cape Point Vineyards,Isliedh N.V.,"South Africa
·
Cape Point",4.2,$69.99
464,Ramey,Chardonnay Platt Vineyard 2013,"United States
·
Sonoma Coast",4.2,$69.99
465,Kistler,Chardonnay 2016,"United States
·
Sonoma Mountain",4.3,$69.99
466,Louis Latour,Puligny-Montrachet 2017,"France
·
Puligny-Montrachet",4.3,$69.99
467,Vasse Felix,Heytesbury Chardonnay 2017,"Australia
·
Margaret River",4.1,$69.94
